path,question,answer,prediction
92/922cb505.jpg,How many laces are visible?,5,two
d8/d81c0501.jpg,What is the predominant color?,black,black
a7/a7c7f662.jpg,How many cutouts are visible?,3,0
89/898c0c66.jpg,What is the shape?,rectangular,rectangular
ec/eca1bbd2.jpg,Are they shiny?,yes,yes
72/725f68ac.jpg,What shape are the frames?,rectangular,rec
3c/3c4333d7.jpg,What shape is the camera module?,oval,no
11/11cbff3e.jpg,What is the visible liquid?,water,yes
8c/8c643e3e.jpg,What is written on the case?,dreaming,yes
c9/c97ab67f.jpg,Is there a reflection?,yes,yes
93/932a92b6.jpg,What shape is each container?,cube,rectangular
79/79ae1faf.jpg,What pattern is the background?,wood,no
b5/b5f95ad4.jpg,How many eyes does it have?,2,2
8a/8a6b0b4b.jpg,How many cameras are visible?,1,0
b2/b26f71de.jpg,How many butterflies are visible?,3,6
0e/0e320ab6.jpg,What color is the background?,white,white
c5/c5021f05.jpg,Are there birds on the wall?,yes,yes
3b/3b5a735a.jpg,How many shelves are visible?,3,5
e6/e663eae3.jpg,What color is the largest triangle?,yellow,it
26/26d133c6.jpg,What numbers are on the face?,roman,no
01/01a15799.jpg,How many legs are showing?,4,6
65/655edb92.jpg,What is the shape of the golden objects?,crown,yes
d4/d48a824b.jpg,How many USB ports?,2,2
bc/bcedb9b7.jpg,What is the product?,case,no
f2/f22c4b72.jpg,What shape is dangling?,heart,oval
b7/b748d61e.jpg,What color is this watch?,red,red
8a/8ad8fcb5.jpg,What is the product?,case,yes
5e/5e7fd481.jpg,What is the heel's color?,brown,it
dc/dcbdc936.jpg,What color is the bottom section?,black,black
4f/4f379ac3.jpg,How many legs?,4,6
e3/e393f197.jpg,What color is the frame?,espresso,brown
46/46d8d7c9.jpg,What is the background color?,black,white
b0/b0910d78.jpg,Is the phone case curved?,yes,no
2a/2a29db42.jpg,Is the design colorful?,no,no
1f/1f3b3d6c.jpg,What is the background color?,white,blue
a4/a49e314a.jpg,Is the yellow container transparent?,yes,yes
f2/f2d3e184.jpg,What is on the chain?,pendant,no
72/72b45b6e.jpg,Is it a plastic spoon?,no,yes
1e/1e9185b4.jpg,What shape is the device?,rectangular,rectangular
aa/aa948ee5.jpg,What is the shape of the blanket?,square,square
88/88054943.jpg,Are there visible buttons?,yes,yes
ed/ed219136.jpg,Are there leaves?,yes,yes
e3/e398a3bb.jpg,How many people are drawn?,2,2
0f/0f3bddab.jpg,What color is the macaron above red?,yellow,yes
a6/a6999df7.jpg,How many camera lenses are there?,3,2
98/9829df77.jpg,What is the product?,case,no
ea/ea61d9f4.jpg,What color is on the right?,blue,blue
c6/c675d1d0.jpg,What is the shape of the diamond?,round,oval
88/885eb581.jpg,What pattern is visible?,chevron,yes
85/8519faf4.jpg,What kind of furniture is this?,table,hand
d2/d2f81af3.jpg,What pattern is on the case?,animals,yes
5d/5de01be8.jpg,Is the surface shiny?,yes,yes
24/24e94f2a.jpg,What is the case's color?,black,black
75/75018fb4.jpg,What color is the frame?,black,black
88/889b9628.jpg,What color is the case?,black,black
1d/1d765958.jpg,What color is the background?,purple,yes
a0/a0567bd1.jpg,What color is the sole?,black,black
e7/e72e345a.jpg,How many chairs are visible?,4,6
04/0491d7ce.jpg,What is the color of the wood?,brown,brown
34/3464db6f.jpg,What material are handles made of?,metal,metal
49/49642892.jpg,What is the case's type?,phone,no
75/7510b2ea.jpg,How many fish are there?,2,0
e7/e725d2af.jpg,Are there any blue circles?,yes,yes
5d/5dab305c.jpg,What is this item?,case,yes
01/019d39b3.jpg,What color is the center?,red,red
e1/e13e2cd0.jpg,What shape is the star?,star,no
2d/2da45184.jpg,What shape are the earrings?,round,oval
80/80306e9f.jpg,How many compartments are there?,2,6
8e/8eff89eb.jpg,Is the case rectangular?,yes,yes
6f/6f049d98.jpg,What is the background color?,blue,yes
b7/b7886146.jpg,What is the color of wood?,brown,no
c3/c37f5bf2.jpg,How many wheat stalks are visible?,many,10
82/822e1ccf.jpg,What is the upper material's texture?,woven,ten
41/41cb2a31.jpg,What other color is present?,green,blue
23/239a9b75.jpg,What shape is scattered on the case?,hearts,yes
e0/e0163a68.jpg,What color are the legs?,black,black
c3/c3e80512.jpg,What shape is the logo?,apple,oval
a8/a846de76.jpg,What is the main subject?,flowers,no
75/75b50077.jpg,What color is the casserole?,red,red
14/14fdfbce.jpg,What is the object near the girl?,butterfly,hand
a3/a37454c6.jpg,Is there snow in the image?,yes,yes
d6/d6481d19.jpg,What shape is the emoji?,circle,oval
ea/eab84864.jpg,What shape is the camera cutout?,oval,oval
03/03c09c21.jpg,What shape are these?,round,oval
8b/8b755b91.jpg,What room is this in?,room,no
e1/e188eb2b.jpg,What shape are the eyes?,round,oval
cd/cdef3b53.jpg,Is the reflection blurry?,yes,yes
42/42c28a39.jpg,How many boxes stack up?,3,6
b9/b92145ef.jpg,What color are eyes?,blue,black
d1/d1001b7d.jpg,What kind of device is it?,phone,phone
76/76a837fb.jpg,What is the shape of the camera?,circular,rectangular
1b/1b7e6cda.jpg,What word is written above peace?,funny,no
73/73564846.jpg,How many birds are there?,2,2
da/da4ddf3e.jpg,Is the case rectangle?,yes,yes
41/415d3a73.jpg,What shape are the hearts?,hearts,oval
61/61ccdff7.jpg,What color is the frame?,blue,blue
80/8063152b.jpg,What is the jewelry made of?,gold,metal
5e/5e5313c9.jpg,Is the case transparent around the edges?,yes,yes
43/4376fdbd.jpg,Which direction does the blue arrow point?,right,left
eb/ebfd7a91.jpg,What object is the picture on?,case,phone
02/02b25d6c.jpg,What is the pattern made of?,leaves,yes
c3/c39b955d.jpg,What is the background color?,yellow,white
9d/9db24de9.jpg,Are there multiple colors?,yes,yes
c4/c4e72cc3.jpg,What color is the rectangle?,orange,no
05/05f01274.jpg,What shape are the hearts?,hearts,no
f2/f2ac93dc.jpg,Is the towel folded?,yes,yes
a7/a78c643c.jpg,Is the item new?,yes,no
25/25e6f8e8.jpg,What word is written on the case?,queen,yes
62/62d5d5fe.jpg,What color are the laces?,white,white
31/31ab8dec.jpg,What color is the design?,teal,blue
17/17685caf.jpg,What is the general shape?,rectangular,rectangular
3e/3e42f495.jpg,What type is this?,phone,no
01/01ec457f.jpg,What letter is visible?,j,hands
e7/e757c1ea.jpg,What shape is yellow?,heart,yes
0c/0c0e9b5d.jpg,What shape is the base?,circular,oval
d8/d80e7117.jpg,What color are the small decorations?,silver,no
89/89b9a87a.jpg,What type of flowers are present?,plum,yes
40/40bc2a3c.jpg,What color are the tail stripes?,black,black
81/81b7461d.jpg,Is the case textured?,yes,yes
1a/1acb9ee8.jpg,What shape is the handle?,curved,curved
4a/4a02dccf.jpg,Are hearts pictured?,yes,no
2d/2d464618.jpg,What is the case's predominant color?,pink,yes
38/38c95ba9.jpg,What color are the darker shapes?,blue,yes
15/15d8eb0d.jpg,What number does the chain resemble?,9,0
d9/d9f4a40c.jpg,What's the case color?,pink,yes
e3/e3daff1e.jpg,What is the background color?,blue,yes
e4/e46d4c10.jpg,What color is the nature on the phone case?,green,yes
cb/cb2a6ed1.jpg,Is it indoor or outdoor?,indoor,no
a7/a7e326b4.jpg,What color is the straw?,yellow,yes
58/584d785d.jpg,What shape is the opening?,square,rectangular
98/98645007.jpg,Are there water droplets?,yes,yes
d8/d8085b50.jpg,Are there drawings on the bag?,yes,yes
61/61b8da64.jpg,What is the product type?,shoes,no
cd/cdecc753.jpg,Are these stud earrings?,yes,yes
44/446fd773.jpg,What material is this?,plastic,metal
41/41720f69.jpg,What is the case mostly?,colorful,yes
a2/a2a9751a.jpg,What is on top?,shade,lamp
d5/d5ad386b.jpg,How many pillows are visible?,3,6
a6/a6cc9134.jpg,Do they have holes?,yes,yes
79/790b1b94.jpg,How many straps are visible?,2,two
ae/ae80ce31.jpg,What color is the rim?,black,black
b5/b59ab36c.jpg,Are there leaves present?,yes,yes
cc/cce3f8a6.jpg,What primary color is visible?,yellow,no
59/5984463c.jpg,What is the background color?,orange,it
1c/1ce8ece0.jpg,What is the background's color?,black,it
b8/b879636c.jpg,What are these hanging from?,rod,metal
f0/f098a083.jpg,What is the object?,sheets,hands
8b/8b70f0f7.jpg,Are the hearts patterned?,yes,yes
87/87c9b9e0.jpg,What is the case's background color?,yellow,white
81/81452f21.jpg,What surrounds the phone's edge?,black,it
35/35ef2294.jpg,How many legs are visible?,3,6
f1/f114710d.jpg,Is there a zipper?,yes,yes
79/794f3233.jpg,What is the shape of the stones?,square,oval
5f/5f182b64.jpg,What is the dominant color?,gray,no
d6/d640215d.jpg,What type of heel is it?,wedge,mid
27/27e09379.jpg,What is its orientation?,vertical,no
79/791408c9.jpg,What pattern is present?,stripes,yes
64/64a7e180.jpg,What is the ring made of?,tungsten,metal
eb/ebc601ed.jpg,What is the heel covered in?,glitter,petals
22/225638ee.jpg,What pattern is on the phone case?,hearts,yes
8d/8dbf22aa.jpg,What is the cover material?,plastic,metal
ae/ae05ce12.jpg,What shape is the moon?,round,oval
5d/5daa5c2e.jpg,What color is the teacup?,white,white
15/15f262dc.jpg,What is the chair's position?,flat,no
03/036bdb85.jpg,What direction do arrows point?,up,left
f0/f04cd775.jpg,What kind of shoe is this?,sandal,heels
18/18b0a8bc.jpg,What is the other color?,orange,blue
28/28dc3c6d.jpg,What color is the bottom portion?,blue,blue
d8/d8137036.jpg,Are there clouds visible?,yes,yes
ef/ef3214b3.jpg,What color is the earmuff?,purple,purple
38/38a78a89.jpg,What color is the silhouette?,teal,blue
5d/5dbb8f83.jpg,Are the shoes loafers?,yes,yes
9c/9c0f0eae.jpg,What is the butterfly's color?,gold,it
be/be273e27.jpg,What shape is on the case?,crown,yes
6d/6d482028.jpg,How many camera lenses are visible?,1,2
78/78266f0a.jpg,Is it colorful?,no,no
e1/e1fef87b.jpg,What type of device is this?,phone,phone
09/094bf15f.jpg,What color is the lamp?,gold,yes
4f/4f594236.jpg,What color is the case?,black,black
ca/ca2cbd77.jpg,What shape is the camera hole?,round,oval
dd/ddcca4f6.jpg,Are the rocks dry?,yes,yes
23/2382a96f.jpg,What shape is the camera flash?,circle,oval
ef/efbcd3e6.jpg,What is the flower's color?,pink,yes
3a/3a81dde5.jpg,How many spoons are there?,5,0
88/88cb15bb.jpg,What color is it?,blue,blue
a4/a4a526e4.jpg,What color is the bedframe?,brown,brown
78/782a54fc.jpg,What is the word written?,queen,yes
d7/d7dd110e.jpg,What pattern are the laces?,crisscross,no
87/8765bc1a.jpg,What kind of case is this?,cellular,no
b4/b45e694e.jpg,What shape is predominant?,heart,rec
b8/b8f347e2.jpg,What shape are objects?,cylindrical,curved
b7/b7d96b7e.jpg,How many shoes are shown?,1,1
cd/cd33f72b.jpg,What is the predominant color?,red,red
ea/ea9be81a.jpg,Are these boots or sandals?,boots,boots
0c/0caba9b8.jpg,What object is this?,case,phone
5f/5f05ebb3.jpg,What is the shape of the camera?,circular,oval
7b/7b807ee2.jpg,What animal is on the case?,cat,yes
61/6115defa.jpg,What time is on the phone?,8,yes
b6/b635ce82.jpg,What is the phone case mostly?,pink,yes
c9/c9a51ea0.jpg,What is the girl's hair color?,black,black
c2/c2a642b4.jpg,How many handles does the basket have?,2,2
1e/1e5762b9.jpg,What is the case material?,plastic,metal
e7/e7ae4e17.jpg,What shape is the case?,rectangular,rectangular
03/0308201b.jpg,What is the background color?,black,black
b5/b5e3f44b.jpg,Is the compact open?,yes,yes
d6/d673cad7.jpg,What is the lighting like?,neutral,very
9e/9e58587d.jpg,What is the pattern's color?,white,no
e2/e252d712.jpg,What pattern is on the case?,tree,yes
3c/3ceee711.jpg,What vehicle is displayed many times?,bus,yes
5f/5f8c121d.jpg,Is the ring shiny?,yes,yes
06/060c292c.jpg,How many cameras are visible?,3,one
96/96ef1f25.jpg,What color is the phone case?,yellow,no
63/631ecb6d.jpg,Is the object new?,yes,yes
af/afaa7c92.jpg,What material is on the spool?,filament,no
33/33b26bfb.jpg,What color is the screen?,orange,it
b7/b706649f.jpg,Is it heeled?,yes,no
3d/3d5593ff.jpg,Is the flower floating?,yes,yes
91/91f623d4.jpg,What is the main design element?,flowers,yes
83/83db3cf0.jpg,What shape are the decorations?,stars,triangles
81/8169f7e5.jpg,What color are the chair legs?,brown,brown
72/7234faa3.jpg,What color is bracelet?,brown,black
d5/d5c288b4.jpg,What shapes are shown?,leaves,0
57/57bd1993.jpg,Are the flowers white?,yes,yes
f1/f1a0fa74.jpg,How many cameras are visible?,2,one
3b/3beb6fbb.jpg,What is the phone case's pattern?,sprinkles,yes
14/147cfd6e.jpg,Is the image colorful?,no,no
80/8066ea58.jpg,What is the case's material?,plastic,metal
42/4273f703.jpg,What type of item is this?,case,no
d1/d13bfef5.jpg,What color is the top?,orange,no
e7/e7e4657b.jpg,What color is the item?,black,black
38/38c66809.jpg,What animal is inside?,dog,dog
98/98963ba6.jpg,How many colors are visible?,2,5
d6/d67b4962.jpg,How many lenses?,2,2
96/968d87f0.jpg,What word is written?,love,no
e3/e3daff1e.jpg,Is this inside?,yes,no
38/3864edff.jpg,What is the mug's main color?,green,green
5c/5c5c70b0.jpg,What is below the hearts?,bucket,maroon
6e/6e72e0cd.jpg,What is the case's pattern?,abstract,yes
ca/ca97a572.jpg,Is it wrinkled?,no,no
d3/d3cd94db.jpg,What color is the boot?,black,black
a2/a270bd60.jpg,What color is the sky?,orange,it
a0/a092da38.jpg,What shape is featured?,heart,yes
24/246ca234.jpg,What is the case's shape?,rectangle,rec
05/0506ce9e.jpg,What is beside the giraffe?,tree,no
a9/a9f4fffc.jpg,Is there white paint visible?,yes,yes
cb/cbce3066.jpg,What color is this?,dune,no
3f/3f0ef698.jpg,What shape are the decorations?,hearts,oval
7b/7b28a08a.jpg,What are the surrounding stones?,diamonds,petals
89/892c4f10.jpg,What is the case's background gradient?,white,yes
75/75f5a1fa.jpg,Are laces visible?,yes,yes
e7/e775e18e.jpg,What object is shown?,phone,no
5d/5d1526fe.jpg,Is the shoe leather?,yes,yes
5d/5d86bc0b.jpg,What is the product?,case,no
6f/6fbc6c20.jpg,What color is the metal?,copper,yes
01/01ec457f.jpg,What material is displayed?,denim,no
4b/4b895cbf.jpg,What color is the case?,black,black
c8/c8f3271f.jpg,Is there a branch?,yes,yes
e9/e9083db3.jpg,Is the chain delicate?,yes,yes
db/dbf9d0a4.jpg,What landmark is pictured?,eiffel,yes
97/97c676f9.jpg,Is the sky sunny?,yes,yes
f3/f32db0d4.jpg,What shape is the camera hole?,circle,oval
15/1505c7ba.jpg,How many shoes are displayed?,1,2
1b/1b1b1640.jpg,What color is the chair?,navy,no
c3/c338b1ed.jpg,Is the pad flat?,yes,yes
5c/5cb6b8a9.jpg,What letter is shown?,a,yes
08/08cd2350.jpg,What kind of support is on the back?,mesh,legs
2b/2b58ab7b.jpg,What is the handle's color?,black,black
4e/4e80b700.jpg,What kind of structure is this?,shelving,metal
71/71ab1761.jpg,What is the color?,blue,blue
e7/e7ea1f36.jpg,Is the case textured?,yes,yes
9f/9f5e2c80.jpg,What shape is the item?,rectangle,rectangular
a3/a3661e9a.jpg,What is around the edge?,white,no
ab/aba6fef9.jpg,Is the case rectangle or square?,rectangle,rectangular
9d/9d59d93d.jpg,What object is this?,case,no
da/da6dcc09.jpg,What is the sole's color?,brown,beige
3f/3f24fa52.jpg,How many cameras are visible?,2,2
ca/ca0769de.jpg,How many handles are visible?,2,1
9c/9cfddc23.jpg,What is the case's texture?,rough,yes
86/86b5100c.jpg,What color are some macarons?,green,yes
b6/b6b155ab.jpg,Is it shiny?,yes,yes
c3/c3b0ec7d.jpg,Does the bulb have a screw?,yes,no
c7/c7c952a3.jpg,What is the product?,necklace,yes
84/8469dc23.jpg,Is the arm adjustable?,yes,yes
a7/a7e33812.jpg,What is the wallet's material?,leather,yes
63/633f83b8.jpg,What is the pattern color?,brown,yes
48/48761a7f.jpg,Is there a tongue?,no,no
81/81f7e4ce.jpg,What is the most prominent color?,green,green
26/26caf482.jpg,What color is the case's edge?,teal,it
5c/5c356b79.jpg,What color is the cup?,white,white
1a/1a06f19a.jpg,What shape is the napkin?,square,yes
8e/8e4df3d9.jpg,Is the object mounted?,yes,yes
ae/ae504304.jpg,What kind of case is this?,phone,no
b2/b2c3f01d.jpg,What is the color of the mat?,linen,white
e7/e79549da.jpg,What shape is the camera cut-out?,square,oval
c2/c222622e.jpg,How many straps are visible?,1,2
13/1361c800.jpg,How many charms exist?,2,2
aa/aaec95ae.jpg,What color is the cable?,blue,blue
7f/7f9db43d.jpg,What shape is the escutcheon?,circular,oval
0b/0b05a3b7.jpg,What is the top color?,orange,white
a5/a50246fa.jpg,How many cushions?,2,10
43/439ca200.jpg,What pattern is visible?,water,yes
75/753bcd98.jpg,How many shades are present?,2,2
4b/4b1f8b4e.jpg,How many pre-cut strips?,twenty,2
24/245ade65.jpg,What is the girl's hair color?,brown,no
13/1380230e.jpg,What color is it?,bronze,no
0d/0d91a3e9.jpg,What is the border's color?,brown,brown
2d/2d5d24ac.jpg,What is the sole's color?,white,white
3f/3f900fd4.jpg,What are the pink lines' alignment?,diagonal,no
b2/b2be269f.jpg,Is this case rectangular?,yes,yes
ed/ed90c7cd.jpg,Is the phone case separated?,yes,yes
d7/d7a2b612.jpg,Is the case wooden?,yes,yes
e2/e2706e31.jpg,What material are the screws?,metal,metal
ec/eca77428.jpg,What is the item?,case,no
3a/3ae86648.jpg,What color are the floral outlines?,white,white
05/05a43de8.jpg,What object is at the bottom?,water,yes
d7/d7f832d6.jpg,What is the case's border color?,gray,it
6d/6d4a3188.jpg,What color is it?,blue,blue
8f/8f542736.jpg,What is the lighting like?,bright,no
0f/0f1012db.jpg,What is the phone shape?,rectangular,rectangular
dc/dc8bbb49.jpg,Is there white?,yes,yes
d6/d6ce3fd1.jpg,What color is the case?,pink,yes
70/7053d682.jpg,How many circular cutouts exist?,2,0
21/21aedfe8.jpg,What color are the bulbs?,white,white
56/56059ec0.jpg,Is the product verified?,yes,yes
f1/f1c232cd.jpg,What word is on the image?,renewed,no
75/757a11f0.jpg,What is the earring's style?,stud,short
0d/0df2f2a7.jpg,What material is it?,plastic,metal
b6/b67bb7ed.jpg,How many camera lenses?,3,2
f1/f145a0e4.jpg,Is the background white?,yes,yes
16/16f3ebd2.jpg,Is the oven transparent?,yes,no
58/584b94f9.jpg,What is reflected in the water?,mountain,mountains
24/24402de9.jpg,What shape is the camera cutout?,oval,oval
2b/2b1ea69e.jpg,Is black paint visible?,yes,no
c2/c218efb8.jpg,What color are these?,brown,maroon
b0/b0c62969.jpg,What color is the suitcase?,blue,blue
31/310615ef.jpg,What is dangling?,pendant,silver
75/754b076d.jpg,Is it a wide ring?,yes,yes
27/27c7f6db.jpg,What color is the sofa?,brown,no
27/276df47d.jpg,Is there a buckle?,yes,yes
39/390842ee.jpg,What is above the rug?,cabinets,hand
78/78d3887e.jpg,What number is formed?,6,hands
10/1075ea9b.jpg,What type shoes are these?,flats,dress
40/40754d0e.jpg,What is the color of the camera lens protector?,blue,no
cb/cbd1b8f6.jpg,What is the product type?,case,no
28/28dc3c6d.jpg,What shape is the camera?,rectangle,rectangular
31/317e5a67.jpg,What is the case's color?,multicolor,yes
4b/4be191ad.jpg,What type of footwear?,shoes,sneakers
c2/c25f66ba.jpg,What animal is on the case?,cat,yes
8e/8e68afe0.jpg,Are there any mugs?,yes,yes
e6/e6b5ce66.jpg,How many cameras are visible?,3,0
3f/3f3cadb7.jpg,What color is the background?,purple,white
36/36bbc629.jpg,What is the case's pattern?,abstract,yes
9a/9a2056aa.jpg,Is there water?,yes,yes
64/64fb454a.jpg,How many shoes are present?,1,1
1c/1cb6b982.jpg,What shape is the hub?,rectangle,rectangular
2a/2a29c397.jpg,What color is the machine?,black,black
c6/c6200c0c.jpg,What color are the dots?,brown,black
c5/c54b6afa.jpg,What type of handle do they have?,retractable,long
18/1861aba3.jpg,What flower is depicted?,lily,yes
ca/cac7e26c.jpg,Is the umbrella angled?,yes,yes
11/112050e9.jpg,Does the phone case have buttons?,no,yes
51/51ba116a.jpg,What is being shown?,flowers,no
7a/7ac37bd6.jpg,How many stones?,eleven,10
44/442a42ac.jpg,What color is prominent?,blue,yes
ee/ee908a15.jpg,What color is the bottom?,green,no
45/45b26392.jpg,How many cameras are visible?,2,0
eb/eb103102.jpg,What shape is the pad?,square,rec
d9/d9082fd2.jpg,What shape is the phone case?,rectangle,rec
e6/e636c2ed.jpg,Is the image blurry?,no,yes
59/5985a097.jpg,How many people are depicted?,2,2
cd/cdbde166.jpg,How many wheels are visible?,3,2
eb/ebd69adf.jpg,What is the flower's color?,blue,blue
b5/b5eba7ed.jpg,Is this a front or back cover?,back,yes
88/88e082f0.jpg,What is the case's background pattern?,lines,yes
b5/b59520a4.jpg,What is the material?,leather,no
a7/a771cda2.jpg,Is this plain?,abstract,no
b1/b1ccfa38.jpg,What is the object's type?,case,hand
ce/ce5b9502.jpg,What are these?,sheets,yes
5b/5b4ec228.jpg,How many handles?,2,2
5e/5e7fd3d7.jpg,What design is near the Eiffel Tower?,pencil,yes
75/75d88c02.jpg,Is this transparent?,no,no
2a/2a5bde8a.jpg,How many legs shown?,4,4
21/21feb85e.jpg,Is there land?,yes,yes
dc/dcf0d469.jpg,What color is the frame?,black,black
e0/e0de0d4b.jpg,What material is behind the handle?,metal,metal
0a/0ae8c0b5.jpg,Is the handle shiny or matte?,shiny,yes
98/98c75703.jpg,Is this a clear case?,no,no
60/60ff7c8f.jpg,What color is the background?,black,yes
d5/d57b279e.jpg,Is the binder closed?,yes,yes
40/40370931.jpg,What is the case's shape?,rectangle,rec
02/02011464.jpg,What is the camera piece's color?,white,white
0c/0caf06c8.jpg,Does the image have texture?,yes,yes
6e/6ee47e17.jpg,What creature is pictured?,lion,no
5d/5df21d46.jpg,What pattern are the shoes?,leopard,yes
18/1887f11e.jpg,What does the girl hold?,microphone,yes
b9/b9b8756a.jpg,What color is the filament?,translucent,black
af/af2c5a37.jpg,Is the case decorated?,yes,yes
33/33b5d033.jpg,What shape is it?,square,rec
3f/3f9cd0d2.jpg,What is the product?,luggage,no
06/06ab4c39.jpg,What is the case's material?,plastic,yes
31/31e91537.jpg,What color are the eyes?,green,yes
3e/3eb1ed38.jpg,What is the product?,case,no
37/37ab2ea8.jpg,How many earrings are visible?,1,4
48/48a2b323.jpg,Is there a cable present?,yes,yes
40/403054d5.jpg,Are laces visible?,yes,yes
02/02e58678.jpg,What is the product?,case,yes
5b/5b45a44a.jpg,What fruit is on the case?,apple,yes
35/3543bde7.jpg,Are there pockets?,yes,yes
b3/b3823aec.jpg,Is there an animal?,yes,yes
79/7936bb5d.jpg,How many cameras are visible?,3,0
64/64334e5e.jpg,What color is the top stripe?,pink,maroon
7b/7b1d0eed.jpg,What is the dominant color?,brown,no
96/96a6b808.jpg,Does the bag have a strap?,yes,yes
b6/b6ee9326.jpg,What is next to the rug?,books,tall
aa/aa7cc2a8.jpg,Is the object glossy?,yes,yes
b8/b890abbb.jpg,How many spheres shown?,2,6
4d/4d628b6d.jpg,What is pictured on the case?,bottle,yes
da/da68b8d1.jpg,Is there a camera hole?,yes,yes
b7/b7341f7a.jpg,What is its purpose?,lighting,no
c8/c84a185c.jpg,What are the floors made of?,brick,yes
b8/b8a3ce09.jpg,What shape is prominently featured?,heart,oval
7e/7eba23f9.jpg,What word is written prominently?,love,no
47/476818d9.jpg,Is it indoors?,yes,no
8a/8a8771de.jpg,What fruit is visible?,apple,no
6e/6e28f4ac.jpg,What color is the shoe?,grey,blue
2d/2de28b17.jpg,Are these shoes flat?,no,no
7b/7b96e39a.jpg,What color are the legs?,black,black
5a/5a3163cb.jpg,What color is the guitar's outline?,white,black
34/342cbcc6.jpg,What color is the leaf?,yellow,yes
1b/1b013203.jpg,What is the case material?,plastic,metal
e9/e9bfc5f9.jpg,What word is printed on the case?,explore,yes
4a/4a64d687.jpg,What pattern is shown?,fruit,0
17/17a056d9.jpg,Is the case patterned?,yes,yes
8b/8bfa3f68.jpg,How many cartoon characters appear?,2,2
61/610482b4.jpg,Is the lamp curved?,yes,yes
bf/bfdf0238.jpg,Is this phone case glittery?,yes,yes
93/9307eae0.jpg,What is the shape of this?,bow,curved
8d/8dba94a8.jpg,Are the binders new?,yes,yes
9b/9bde764c.jpg,What is the image's background?,white,yes
53/5384e7cc.jpg,What shape is the item?,rectangular,rec
c5/c59869fb.jpg,What color are the lampshades?,white,white
04/046ceb4e.jpg,What is the crescent's color?,white,white
2e/2ec7c4d9.jpg,What is written on the case?,girlboss,yes
19/1970cd5d.jpg,What is the item's material?,unclear,metal
19/19d968e3.jpg,What shape is the design?,circular,oval
e1/e1a916a3.jpg,What shape is on the shoe?,triangle,yes
15/154c706f.jpg,How many cameras?,3,2
16/16845212.jpg,What is the main color?,blue,blue
08/08709d8a.jpg,Is there a mandala?,yes,yes
a7/a79411ed.jpg,Are there studs present?,yes,yes
0c/0c0bdfb4.jpg,What is the pattern?,swirl,yes
ef/ef629d81.jpg,What is the product?,headphones,yes
03/03621266.jpg,What is the predominant pattern?,diamond,yes
c4/c4040eae.jpg,What is the background color?,black,yes
14/143940db.jpg,What is the butterfly color?,pink,it
aa/aad4fc85.jpg,What is the case's primary color?,brown,no
da/da4ddf3e.jpg,What is the main color?,yellow,no
c2/c273a5db.jpg,What do you put in your ears?,headphones,yes
27/2722f3c4.jpg,What type of closure is visible?,zipper,sliding
29/29cdbcb2.jpg,What is the heart's dominant color?,pink,yes
2e/2e26de62.jpg,How many holes?,2,0
4f/4f46ec7d.jpg,What is the item's color?,silver,yes
ae/ae9e2217.jpg,What is being depicted?,girl,no
e6/e602dd89.jpg,What is the case's background color?,dark,black
27/27e8b6ce.jpg,What shape is orange?,diamond,yes
72/7279ec43.jpg,How many pillows are visible?,2,2
af/afe320b4.jpg,What's the dominant color?,orange,no
15/151851b1.jpg,Is there a moon?,yes,yes
f1/f172fbaa.jpg,How many rows are there?,6,6
2e/2e67ba17.jpg,What color is the necklace?,white,silver
a1/a13e330a.jpg,What color are the bricks?,red,red
37/3727adc7.jpg,How many binders are there?,4,0
6c/6cef3835.jpg,What is the heart's color?,yellow,it
80/80d27d75.jpg,What object is in case?,flowers,flowers
c2/c25f893c.jpg,What is the hand holding?,cigarette,baseball
be/bedb8658.jpg,Does the case have a graphic?,yes,yes
99/995bb302.jpg,How many eyes are visible?,2,2
24/2492a95b.jpg,Are there multiple colors?,yes,yes
81/81025333.jpg,What is the liner color?,turquoise,no
93/932fe466.jpg,Is the umbrella opened?,yes,yes
83/832c514a.jpg,How many roses are visible?,many,10
f1/f1c2448b.jpg,What is product?,dispenser,vase
99/998db4a3.jpg,What's the case pattern?,floral,yes
9f/9f048a2f.jpg,Is there a handle?,yes,yes
1d/1d6277ad.jpg,What is the text?,explor,no
c3/c3987c24.jpg,What color are the stripes?,black,black
70/705e277b.jpg,What is holding the cartridge?,plastic,metal
5e/5e3b2ba8.jpg,What is the tie's pattern?,diagonal,no
46/46fd1915.jpg,Is there a camera?,yes,yes
47/47dfd01b.jpg,Is it plain or patterned?,patterned,no
e9/e90b7978.jpg,How many stacked rocks are there?,6,6
2e/2e026a38.jpg,How many holes are present?,2,0
7f/7f9f9810.jpg,Is this smooth?,no,no
ca/caf46dc9.jpg,How many stripes are present?,2,2
92/9290ba67.jpg,What is the background color?,black,white
2f/2fb3f04c.jpg,What is the case background color?,black,black
b0/b0476e25.jpg,What is being produced from the character's hand?,snow,hands
da/da67e899.jpg,How many arms are visible?,2,0
b9/b95bcbdd.jpg,What is the footwear?,shoes,man
0a/0a5e0cf3.jpg,What shape is the coil?,round,curved
41/416c1529.jpg,What is holding the bouquet?,vase,hand
0b/0b773449.jpg,What type of material is braided?,leather,leather
1b/1bfc67fc.jpg,What type of bag is this?,backpack,baseball
87/87beb523.jpg,What is the case's material?,plastic,yes
